inv_no,inv_date,ship_date,cust_id,customer,amount,memo,month
INV-252040,2025-08-04,2025-08-04,C1019,Lakeshore Cleaning Services Inc.,3023.42,PO 47246,2025-08
INV-252041,2025-08-04,2025-08-03,C1023,Midwest Stadium Services Inc.,6660.52,,2025-08
INV-252042,2025-08-04,2025-08-04,C1025,Oak Ridge Office Parks,7733.36,,2025-08
INV-252043,2025-08-04,2025-08-04,C1027,Pinnacle Building Services Inc.,4002.26,Standing order,2025-08
INV-252044,2025-08-04,2025-08-04,C1036,University Circle Services,2101.9,Standing order,2025-08
INV-252045,2025-08-04,2025-08-03,C1037,Valley View Hotels Inc.,11910.21,,2025-08
INV-252046,2025-08-04,2025-08-04,C1038,Westlake Commercial Cleaning Company,16861.58,,2025-08
INV-252047,2025-08-04,2025-08-04,C1038,Westlake Commercial Cleaning Company,44738.78,PO 41341,2025-08
INV-252048,2025-08-04,2025-08-04,C1040,Youngstown Metal Works Inc.,15512.85,,2025-08
INV-252049,2025-08-04,2025-08-04,C1040,Youngstown Metal Works Inc.,4662.06,Standing order,2025-08
INV-252050,2025-08-05,2025-08-05,C1013,Hamilton County Services,9267.79,Standing order,2025-08
INV-252051,2025-08-05,2025-08-05,C1019,Lakeshore Cleaning Services Inc.,13135.51,,2025-08
INV-252052,2025-08-05,2025-08-05,C1020,Lorain Distribution Company,8347.91,,2025-08
INV-252053,2025-08-05,2025-08-04,C1023,Midwest Stadium Services Inc.,6153.72,Standing order,2025-08
INV-252054,2025-08-05,2025-08-05,C1026,Parma Community College,5339.44,PO 49133,2025-08
INV-252055,2025-08-05,2025-08-04,C1026,Parma Community College,2498.66,PO 42876,2025-08
INV-252056,2025-08-05,2025-08-05,C1028,Portage Cold Storage Company,34889.13,,2025-08
INV-252057,2025-08-05,2025-08-05,C1030,Sandusky Marine and Supply,7107.07,,2025-08
INV-252058,2025-08-05,2025-08-04,C1033,Summit Healthcare Group Inc.,6653.68,,2025-08
INV-252059,2025-08-05,2025-08-05,C1035,Twinsburg Industrial Park LLC,2125.39,,2025-08
INV-252060,2025-08-05,2025-08-05,C1035,Twinsburg Industrial Park LLC,15274.05,PO 40016,2025-08
INV-252061,2025-08-06,2025-08-05,C1004,Cedar Point Facility Services,35315.58,,2025-08
INV-252062,2025-08-06,2025-08-06,C1010,Forest City Hotels and Resorts,5834.03,,2025-08
INV-252063,2025-08-06,2025-08-06,C1011,Garfield Industrial Company,8303.69,,2025-08
INV-252064,2025-08-06,2025-08-05,C1012,Great Lakes Logistics Inc.,5199.4,,2025-08
INV-252065,2025-08-06,2025-08-06,C1014,Harborview Apartments LLC,6433.23,,2025-08
INV-252066,2025-08-06,2025-08-06,C1015,Heritage Food Services Inc.,22094.2,Standing order,2025-08
INV-252067,2025-08-06,2025-08-05,C1018,Kent Valley Hospital,11027.16,,2025-08
INV-252068,2025-08-06,2025-08-06,C1028,Portage Cold Storage Company,9535.05,,2025-08
INV-252069,2025-08-06,2025-08-06,C1033,Summit Healthcare Group Inc.,1954.87,,2025-08
INV-252070,2025-08-06,2025-08-06,C1035,Twinsburg Industrial Park LLC,23789.38,,2025-08
INV-252071,2025-08-06,2025-08-06,C1035,Twinsburg Industrial Park LLC,6674.75,Standing order,2025-08
INV-252072,2025-08-06,2025-08-06,C1036,University Circle Services,3600.59,PO 45846,2025-08
INV-252073,2025-08-06,2025-08-06,C1036,University Circle Services,6710.86,,2025-08
INV-252074,2025-08-06,2025-08-06,C1037,Valley View Hotels Inc.,8294.62,Standing order,2025-08
INV-252075,2025-08-06,2025-08-06,C1038,Westlake Commercial Cleaning Company,7499.09,,2025-08
INV-252076,2025-08-07,2025-08-07,C1002,Bayview Medical Center Inc.,3098.54,,2025-08
INV-252077,2025-08-07,2025-08-07,C1003,Cardinal Hospitality Group LLC,3609.04,,2025-08
INV-252078,2025-08-07,2025-08-07,C1004,Cedar Point Facility Services,2807.24,Standing order,2025-08
INV-252079,2025-08-07,2025-08-07,C1004,Cedar Point Facility Services,5944.16,,2025-08
INV-252080,2025-08-07,2025-08-07,C1008,Evergreen Senior Living Inc.,8721.75,,2025-08
INV-252081,2025-08-07,2025-08-06,C1011,Garfield Industrial Company,8603.84,,2025-08
INV-252082,2025-08-07,2025-08-07,C1025,Oak Ridge Office Parks,8968.88,,2025-08
INV-252083,2025-08-07,2025-08-07,C1025,Oak Ridge Office Parks,4723.45,Standing order,2025-08
INV-252084,2025-08-07,2025-08-07,C1026,Parma Community College,4949.45,PO 49191,2025-08
INV-252085,2025-08-07,2025-08-06,C1027,Pinnacle Building Services Inc.,5145.39,PO 48295,2025-08
INV-252086,2025-08-07,2025-08-07,C1033,Summit Healthcare Group Inc.,10304.26,,2025-08
INV-252087,2025-08-07,2025-08-07,C1035,Twinsburg Industrial Park LLC,7645.16,,2025-08
INV-252088,2025-08-07,2025-08-07,C1035,Twinsburg Industrial Park LLC,11104.06,Standing order,2025-08
INV-252089,2025-08-07,2025-08-07,C1038,Westlake Commercial Cleaning Company,7194.16,PO 44322,2025-08
INV-252090,2025-08-07,2025-08-07,C1038,Westlake Commercial Cleaning Company,6181.58,,2025-08
INV-252091,2025-08-08,2025-08-08,C1004,Cedar Point Facility Services,10002.71,Standing order,2025-08
INV-252092,2025-08-08,2025-08-08,C1005,Clearwater Janitorial Company,21767.22,,2025-08
INV-252093,2025-08-08,2025-08-08,C1010,Forest City Hotels and Resorts,5714.76,,2025-08
INV-252094,2025-08-08,2025-08-08,C1012,Great Lakes Logistics Inc.,22211.61,,2025-08
INV-252095,2025-08-08,2025-08-08,C1013,Hamilton County Services,6417.42,,2025-08
INV-252096,2025-08-08,2025-08-07,C1018,Kent Valley Hospital,5256.04,Standing order,2025-08
INV-252097,2025-08-08,2025-08-08,C1022,Medina Auto Group,22848.43,Standing order,2025-08
INV-252098,2025-08-08,2025-08-08,C1023,Midwest Stadium Services Inc.,18347.32,,2025-08
INV-252099,2025-08-08,2025-08-08,C1023,Midwest Stadium Services Inc.,4598.38,PO 40878,2025-08
INV-252100,2025-08-08,2025-08-08,C1026,Parma Community College,2372.06,Standing order,2025-08
INV-252101,2025-08-08,2025-08-08,C1027,Pinnacle Building Services Inc.,5753.01,,2025-08
INV-252102,2025-08-08,2025-08-07,C1033,Summit Healthcare Group Inc.,12253.32,PO 45198,2025-08
INV-252103,2025-08-08,2025-08-08,C1035,Twinsburg Industrial Park LLC,9961.41,,2025-08
INV-252104,2025-08-08,2025-08-08,C1035,Twinsburg Industrial Park LLC,6981.1,,2025-08
INV-252105,2025-08-08,2025-08-08,C1036,University Circle Services,4992.34,Standing order,2025-08
INV-252106,2025-08-08,2025-08-08,C1038,Westlake Commercial Cleaning Company,4499.94,PO 43010,2025-08
INV-252107,2025-08-08,2025-08-08,C1038,Westlake Commercial Cleaning Company,9693.64,Standing order,2025-08
INV-252108,2025-08-08,2025-08-08,C1039,Willoughby Tech Center,3652.24,,2025-08
INV-252109,2025-08-11,2025-08-11,C1008,Evergreen Senior Living Inc.,6803.36,,2025-08
INV-252110,2025-08-11,2025-08-11,C1008,Evergreen Senior Living Inc.,10212.24,,2025-08
INV-252111,2025-08-11,2025-08-10,C1008,Evergreen Senior Living Inc.,10250.87,Standing order,2025-08
INV-252112,2025-08-11,2025-08-11,C1011,Garfield Industrial Company,8548.85,,2025-08
INV-252113,2025-08-11,2025-08-11,C1011,Garfield Industrial Company,3827.78,,2025-08
INV-252114,2025-08-11,2025-08-11,C1015,Heritage Food Services Inc.,17718.5,PO 47506,2025-08
INV-252115,2025-08-11,2025-08-11,C1016,Highland Manufacturing Company,9655.34,Standing order,2025-08
INV-252116,2025-08-11,2025-08-11,C1018,Kent Valley Hospital,2848.33,,2025-08
INV-252117,2025-08-11,2025-08-11,C1023,Midwest Stadium Services Inc.,5987.84,PO 42528,2025-08
INV-252118,2025-08-11,2025-08-11,C1026,Parma Community College,22694.49,PO 45989,2025-08
INV-252119,2025-08-11,2025-08-11,C1033,Summit Healthcare Group Inc.,9733.93,,2025-08
INV-252120,2025-08-11,2025-08-11,C1038,Westlake Commercial Cleaning Company,4945.9,PO 48921,2025-08
INV-252121,2025-08-11,2025-08-11,C1038,Westlake Commercial Cleaning Company,2773.42,Standing order,2025-08
INV-252122,2025-08-11,2025-08-11,C1040,Youngstown Metal Works Inc.,11284.83,,2025-08
INV-252123,2025-08-12,2025-08-12,C1002,Bayview Medical Center Inc.,8691.39,,2025-08
INV-252124,2025-08-12,2025-08-11,C1002,Bayview Medical Center Inc.,14407.98,PO 49832,2025-08
INV-252125,2025-08-12,2025-08-11,C1002,Bayview Medical Center Inc.,3806.67,Standing order,2025-08
INV-252126,2025-08-12,2025-08-11,C1006,Delmar Janitorial Services LLC,11433.81,,2025-08
INV-252127,2025-08-12,2025-08-12,C1012,Great Lakes Logistics Inc.,8856.17,PO 42298,2025-08
INV-252128,2025-08-12,2025-08-12,C1012,Great Lakes Logistics Inc.,37988.74,,2025-08
INV-252129,2025-08-12,2025-08-11,C1014,Harborview Apartments LLC,9538.47,,2025-08
INV-252130,2025-08-12,2025-08-12,C1017,Ironwood Property Services,6995.33,,2025-08
INV-252131,2025-08-12,2025-08-12,C1022,Medina Auto Group,2596.53,PO 41085,2025-08
INV-252132,2025-08-12,2025-08-12,C1025,Oak Ridge Office Parks,10508.72,,2025-08
INV-252133,2025-08-12,2025-08-11,C1035,Twinsburg Industrial Park LLC,21689.18,,2025-08
INV-252134,2025-08-12,2025-08-11,C1036,University Circle Services,7844.03,,2025-08
INV-252135,2025-08-12,2025-08-12,C1038,Westlake Commercial Cleaning Company,4019.46,Standing order,2025-08
INV-252136,2025-08-12,2025-08-11,C1040,Youngstown Metal Works Inc.,5574.12,,2025-08
INV-252137,2025-08-12,2025-08-11,C1040,Youngstown Metal Works Inc.,5394.68,,2025-08
INV-252138,2025-08-12,2025-08-11,C1040,Youngstown Metal Works Inc.,7207.43,PO 49512,2025-08
INV-252139,2025-08-13,2025-08-12,C1002,Bayview Medical Center Inc.,31362.36,PO 41740,2025-08
INV-252140,2025-08-13,2025-08-13,C1005,Clearwater Janitorial Company,4662.84,Standing order,2025-08
INV-252141,2025-08-13,2025-08-13,C1011,Garfield Industrial Company,5598.86,,2025-08
INV-252142,2025-08-13,2025-08-13,C1012,Great Lakes Logistics Inc.,4292.9,,2025-08
INV-252143,2025-08-13,2025-08-13,C1014,Harborview Apartments LLC,18351.0,,2025-08
INV-252144,2025-08-13,2025-08-13,C1022,Medina Auto Group,11938.67,Standing order,2025-08
INV-252145,2025-08-13,2025-08-12,C1024,North Coast Restaurants LLC,12630.33,Standing order,2025-08
INV-252146,2025-08-13,2025-08-13,C1026,Parma Community College,23688.32,PO 48243,2025-08
INV-252147,2025-08-13,2025-08-13,C1026,Parma Community College,8724.21,,2025-08
INV-252148,2025-08-13,2025-08-13,C1026,Parma Community College,8888.05,Standing order,2025-08
INV-252149,2025-08-13,2025-08-13,C1026,Parma Community College,10210.63,Standing order,2025-08
INV-252150,2025-08-13,2025-08-13,C1031,Shaker Square Retail Partners,16918.03,PO 48674,2025-08
INV-252151,2025-08-13,2025-08-12,C1038,Westlake Commercial Cleaning Company,6429.1,PO 48569,2025-08
INV-252152,2025-08-13,2025-08-13,C1040,Youngstown Metal Works Inc.,8383.94,,2025-08
INV-252153,2025-08-13,2025-08-13,C1040,Youngstown Metal Works Inc.,7477.29,,2025-08
INV-252154,2025-08-14,2025-08-14,C1002,Bayview Medical Center Inc.,6356.22,,2025-08
INV-252155,2025-08-14,2025-08-13,C1002,Bayview Medical Center Inc.,3605.12,,2025-08
INV-252156,2025-08-14,2025-08-13,C1003,Cardinal Hospitality Group LLC,23234.35,,2025-08
INV-252157,2025-08-14,2025-08-14,C1004,Cedar Point Facility Services,14013.6,PO 47201,2025-08
INV-252158,2025-08-14,2025-08-14,C1008,Evergreen Senior Living Inc.,3051.41,,2025-08
INV-252159,2025-08-14,2025-08-14,C1008,Evergreen Senior Living Inc.,4119.39,,2025-08
INV-252160,2025-08-14,2025-08-13,C1011,Garfield Industrial Company,6828.38,,2025-08
INV-252161,2025-08-14,2025-08-14,C1012,Great Lakes Logistics Inc.,3335.85,,2025-08
INV-252162,2025-08-14,2025-08-14,C1012,Great Lakes Logistics Inc.,17004.46,Standing order,2025-08
INV-252163,2025-08-14,2025-08-14,C1018,Kent Valley Hospital,6907.82,Standing order,2025-08
INV-252164,2025-08-14,2025-08-14,C1025,Oak Ridge Office Parks,5775.74,,2025-08
INV-252165,2025-08-14,2025-08-13,C1026,Parma Community College,6461.47,Standing order,2025-08
INV-252166,2025-08-14,2025-08-14,C1029,Riverside Fitness Clubs LLC,10677.37,,2025-08
INV-252167,2025-08-14,2025-08-14,C1036,University Circle Services,12885.46,,2025-08
INV-252168,2025-08-14,2025-08-13,C1036,University Circle Services,27436.72,,2025-08
INV-252169,2025-08-14,2025-08-14,C1036,University Circle Services,10537.53,,2025-08
INV-252170,2025-08-15,2025-08-15,C1001,Allegheny Property Management LLC,5824.9,,2025-08
INV-252171,2025-08-15,2025-08-15,C1002,Bayview Medical Center Inc.,21622.13,Standing order,2025-08
INV-252172,2025-08-15,2025-08-15,C1004,Cedar Point Facility Services,3929.89,,2025-08
INV-252173,2025-08-15,2025-08-15,C1008,Evergreen Senior Living Inc.,12251.82,,2025-08
INV-252174,2025-08-15,2025-08-14,C1008,Evergreen Senior Living Inc.,6955.09,PO 42357,2025-08
INV-252175,2025-08-15,2025-08-15,C1011,Garfield Industrial Company,1546.16,,2025-08
INV-252176,2025-08-15,2025-08-15,C1015,Heritage Food Services Inc.,4603.68,PO 48910,2025-08
INV-252177,2025-08-15,2025-08-15,C1020,Lorain Distribution Company,3590.37,,2025-08
INV-252178,2025-08-15,2025-08-15,C1025,Oak Ridge Office Parks,9430.88,,2025-08
INV-252179,2025-08-15,2025-08-15,C1026,Parma Community College,5770.66,PO 43696,2025-08
INV-252180,2025-08-15,2025-08-15,C1027,Pinnacle Building Services Inc.,26708.81,,2025-08
INV-252181,2025-08-15,2025-08-14,C1027,Pinnacle Building Services Inc.,18916.03,PO 45565,2025-08
INV-252182,2025-08-15,2025-08-14,C1030,Sandusky Marine and Supply,16418.23,PO 42753,2025-08
INV-252183,2025-08-15,2025-08-15,C1030,Sandusky Marine and Supply,7120.55,,2025-08
INV-252184,2025-08-15,2025-08-14,C1030,Sandusky Marine and Supply,4042.64,Standing order,2025-08
INV-252185,2025-08-15,2025-08-15,C1031,Shaker Square Retail Partners,7381.76,,2025-08
INV-252186,2025-08-15,2025-08-15,C1033,Summit Healthcare Group Inc.,14155.72,,2025-08
INV-252187,2025-08-15,2025-08-14,C1035,Twinsburg Industrial Park LLC,6352.47,Standing order,2025-08
INV-252188,2025-08-15,2025-08-15,C1035,Twinsburg Industrial Park LLC,3351.18,PO 42116,2025-08
INV-252189,2025-08-15,2025-08-14,C1035,Twinsburg Industrial Park LLC,9756.01,,2025-08
INV-252190,2025-08-15,2025-08-14,C1035,Twinsburg Industrial Park LLC,8891.78,,2025-08
INV-252191,2025-08-15,2025-08-15,C1036,University Circle Services,1847.48,PO 45991,2025-08
INV-252192,2025-08-15,2025-08-15,C1038,Westlake Commercial Cleaning Company,8554.17,,2025-08
INV-252193,2025-08-15,2025-08-15,C1038,Westlake Commercial Cleaning Company,3427.91,PO 43763,2025-08
INV-252194,2025-08-15,2025-08-15,C1038,Westlake Commercial Cleaning Company,4231.51,PO 48556,2025-08
INV-252195,2025-08-15,2025-08-15,C1040,Youngstown Metal Works Inc.,22019.18,Standing order,2025-08
INV-252196,2025-08-15,2025-08-14,C1040,Youngstown Metal Works Inc.,7478.18,Standing order,2025-08
INV-252197,2025-08-18,2025-08-18,C1002,Bayview Medical Center Inc.,11529.37,,2025-08
INV-252198,2025-08-18,2025-08-18,C1004,Cedar Point Facility Services,2868.8,Standing order,2025-08
INV-252199,2025-08-18,2025-08-18,C1007,Eastgate Office Partners,8959.59,Standing order,2025-08
INV-252200,2025-08-18,2025-08-18,C1008,Evergreen Senior Living Inc.,1905.65,PO 45843,2025-08
INV-252201,2025-08-18,2025-08-18,C1012,Great Lakes Logistics Inc.,7337.79,Standing order,2025-08
INV-252202,2025-08-18,2025-08-18,C1015,Heritage Food Services Inc.,4555.53,Standing order,2025-08
INV-252203,2025-08-18,2025-08-18,C1017,Ironwood Property Services,24200.2,,2025-08
INV-252204,2025-08-18,2025-08-18,C1018,Kent Valley Hospital,4453.67,PO 47180,2025-08
INV-252205,2025-08-18,2025-08-17,C1018,Kent Valley Hospital,47754.18,,2025-08
INV-252206,2025-08-18,2025-08-17,C1022,Medina Auto Group,10242.58,,2025-08
INV-252207,2025-08-18,2025-08-17,C1025,Oak Ridge Office Parks,8139.79,,2025-08
INV-252208,2025-08-18,2025-08-18,C1025,Oak Ridge Office Parks,5930.63,Standing order,2025-08
INV-252209,2025-08-18,2025-08-18,C1026,Parma Community College,8164.75,,2025-08
INV-252210,2025-08-18,2025-08-18,C1026,Parma Community College,6735.43,,2025-08
INV-252211,2025-08-18,2025-08-18,C1029,Riverside Fitness Clubs LLC,4097.58,Standing order,2025-08
INV-252212,2025-08-18,2025-08-18,C1030,Sandusky Marine and Supply,17867.14,,2025-08
INV-252213,2025-08-18,2025-08-18,C1030,Sandusky Marine and Supply,20746.15,,2025-08
INV-252214,2025-08-18,2025-08-18,C1035,Twinsburg Industrial Park LLC,1599.95,,2025-08
INV-252215,2025-08-18,2025-08-18,C1035,Twinsburg Industrial Park LLC,19934.66,,2025-08
INV-252216,2025-08-18,2025-08-18,C1035,Twinsburg Industrial Park LLC,3640.18,,2025-08
INV-252217,2025-08-18,2025-08-18,C1036,University Circle Services,2410.15,PO 49701,2025-08
INV-252218,2025-08-18,2025-08-18,C1040,Youngstown Metal Works Inc.,3705.96,Standing order,2025-08
INV-252219,2025-08-18,2025-08-18,C1040,Youngstown Metal Works Inc.,16681.94,,2025-08
INV-252220,2025-08-18,2025-08-18,C1040,Youngstown Metal Works Inc.,5537.57,,2025-08
INV-252221,2025-08-19,2025-08-19,C1002,Bayview Medical Center Inc.,2242.37,PO 45389,2025-08
INV-252222,2025-08-19,2025-08-18,C1005,Clearwater Janitorial Company,9067.23,Standing order,2025-08
INV-252223,2025-08-19,2025-08-19,C1008,Evergreen Senior Living Inc.,9653.37,PO 46723,2025-08
INV-252224,2025-08-19,2025-08-19,C1009,Fairlawn Public Schools,4049.49,,2025-08
INV-252225,2025-08-19,2025-08-19,C1012,Great Lakes Logistics Inc.,2044.31,,2025-08
INV-252226,2025-08-19,2025-08-19,C1014,Harborview Apartments LLC,10416.06,Standing order,2025-08
INV-252227,2025-08-19,2025-08-19,C1014,Harborview Apartments LLC,10900.29,,2025-08
INV-252228,2025-08-19,2025-08-19,C1022,Medina Auto Group,2118.25,,2025-08
INV-252229,2025-08-19,2025-08-19,C1023,Midwest Stadium Services Inc.,1860.21,,2025-08
INV-252230,2025-08-19,2025-08-19,C1027,Pinnacle Building Services Inc.,11139.3,,2025-08
INV-252231,2025-08-19,2025-08-18,C1028,Portage Cold Storage Company,10552.43,,2025-08
INV-252232,2025-08-19,2025-08-19,C1035,Twinsburg Industrial Park LLC,4152.64,Standing order,2025-08
INV-252233,2025-08-19,2025-08-19,C1035,Twinsburg Industrial Park LLC,2304.03,PO 44231,2025-08
INV-252234,2025-08-19,2025-08-19,C1036,University Circle Services,5643.55,,2025-08
INV-252235,2025-08-19,2025-08-19,C1036,University Circle Services,44525.33,Standing order,2025-08
INV-252236,2025-08-19,2025-08-19,C1040,Youngstown Metal Works Inc.,25987.26,,2025-08
INV-252237,2025-08-20,2025-08-19,C1002,Bayview Medical Center Inc.,9789.73,,2025-08
INV-252238,2025-08-20,2025-08-20,C1007,Eastgate Office Partners,2214.89,Standing order,2025-08
INV-252239,2025-08-20,2025-08-20,C1008,Evergreen Senior Living Inc.,5751.08,PO 43787,2025-08
INV-252240,2025-08-20,2025-08-20,C1011,Garfield Industrial Company,10736.55,,2025-08
INV-252241,2025-08-20,2025-08-19,C1015,Heritage Food Services Inc.,4715.76,,2025-08
INV-252242,2025-08-20,2025-08-19,C1020,Lorain Distribution Company,14660.01,,2025-08
INV-252243,2025-08-20,2025-08-20,C1030,Sandusky Marine and Supply,9042.97,Standing order,2025-08
INV-252244,2025-08-20,2025-08-19,C1035,Twinsburg Industrial Park LLC,9914.78,,2025-08
INV-252245,2025-08-20,2025-08-19,C1035,Twinsburg Industrial Park LLC,7055.99,,2025-08
INV-252246,2025-08-20,2025-08-20,C1038,Westlake Commercial Cleaning Company,11917.29,Standing order,2025-08
INV-252247,2025-08-20,2025-08-20,C1038,Westlake Commercial Cleaning Company,6877.01,PO 41919,2025-08
INV-252248,2025-08-20,2025-08-20,C1040,Youngstown Metal Works Inc.,11482.42,Standing order,2025-08
INV-252249,2025-08-21,2025-08-21,C1002,Bayview Medical Center Inc.,11313.89,Standing order,2025-08
INV-252250,2025-08-21,2025-08-21,C1003,Cardinal Hospitality Group LLC,2919.87,,2025-08
INV-252251,2025-08-21,2025-08-21,C1008,Evergreen Senior Living Inc.,9535.68,,2025-08
INV-252252,2025-08-21,2025-08-21,C1008,Evergreen Senior Living Inc.,1413.36,,2025-08
INV-252253,2025-08-21,2025-08-21,C1012,Great Lakes Logistics Inc.,4246.59,PO 45012,2025-08
INV-252254,2025-08-21,2025-08-20,C1022,Medina Auto Group,17872.31,,2025-08
INV-252255,2025-08-21,2025-08-21,C1025,Oak Ridge Office Parks,6357.68,PO 49510,2025-08
INV-252256,2025-08-21,2025-08-21,C1026,Parma Community College,18204.31,Standing order,2025-08
INV-252257,2025-08-21,2025-08-20,C1026,Parma Community College,4805.34,PO 43899,2025-08
INV-252258,2025-08-21,2025-08-21,C1028,Portage Cold Storage Company,3725.8,,2025-08
INV-252259,2025-08-21,2025-08-21,C1030,Sandusky Marine and Supply,2847.62,,2025-08
INV-252260,2025-08-21,2025-08-21,C1035,Twinsburg Industrial Park LLC,26851.8,Standing order,2025-08
INV-252261,2025-08-21,2025-08-20,C1038,Westlake Commercial Cleaning Company,5291.46,,2025-08
INV-252262,2025-08-22,2025-08-22,C1002,Bayview Medical Center Inc.,8167.33,,2025-08
INV-252263,2025-08-22,2025-08-22,C1002,Bayview Medical Center Inc.,11730.37,,2025-08
INV-252264,2025-08-22,2025-08-21,C1003,Cardinal Hospitality Group LLC,4341.96,Standing order,2025-08
