Inv #,Inv Date,Ship Dt,Customer,Amount,Memo
INV-252248,20-Aug-25,20-Aug-25,Youngstown Metal Works Inc.,11482.42,Standing order
INV-252249,08/21/2025,08/21/2025,Bayview Medical Center Inc.,11313.89,Standing order
INV-252250,21-Aug-25,21-Aug-25,Cardinal Hospitality Group LLC,2919.87,
INV-252251,2025-08-21,2025-08-21,Evergreen Senior Living Inc.,"$9,535.68",
INV-252252,08/21/2025,08/21/2025,Evergreen Senior Living Inc.,"$1,413.36",
INV-252253,2025-08-21,2025-08-21,Great Lakes Logistics Inc.,4246.59,PO 45012
INV-252254,21-Aug-25,20-Aug-25,Medina Auto Group,"$17,872.31",
INV-252255,21-Aug-25,21-Aug-25,Oak Ridge Office Parks,"$6,357.68",PO 49510
INV-252256,21-Aug-25,21-Aug-25,Parma Community College,18204.31,Standing order
INV-252257,21-Aug-25,20-Aug-25,Parma Community College,4805.34,PO 43899
INV-252258,2025-08-21,2025-08-21,PORTAGE COLD STORAGE COMPANY,"$3,725.80",
INV-252259,08/21/2025,08/21/2025,Sandusky Marine and Supply,2847.62,
INV-252260,2025-08-21,2025-08-21,Twinsburg Industrial Park LLC,"$26,851.80",Standing order
INV-252261,21-Aug-25,20-Aug-25,Westlake Commercial Cleaning Company,5291.46,
INV-252262,22-Aug-25,22-Aug-25,Bayview Medical Center Inc.,8167.33,
INV-252263,22-Aug-25,22-Aug-25,Bayview Medical Center Inc.,11730.37,
INV-252264,2025-08-22,2025-08-21,Cardinal Hospitality Group LLC,4341.96,Standing order
INV-252265,2025-08-22,2025-08-21,Cedar Point Facility Services,13883.61,PO 40996
INV-252266,22-Aug-25,22-Aug-25,Garfield Industrial Company,4948.77,PO 42899
INV-252267,2025-08-22,2025-08-22,Garfield Industrial Company,3511.05,PO 43870
INV-252268,2025-08-22,2025-08-22,Garfield Industrial Company,3180.46,
INV-252269,22-Aug-25,22-Aug-25,Great Lakes Logistics Inc.,"$11,673.39",
INV-252270,08/22/2025,08/22/2025,North Coast Restaurants LLC,"$21,364.98",
INV-252271,2025-08-22,2025-08-22,Parma Community College,1700.81,PO 47801
INV-252272,2025-08-22,2025-08-22,Sandusky Marine and Supply  ,"$41,326.46",
INV-252273,2025-08-22,2025-08-22,Twinsburg Industrial Park LLC,"$4,556.84",
INV-252274,2025-08-22,2025-08-22,University Circle Services,7317.23,
INV-252275,22-Aug-25,22-Aug-25,WESTLAKE COMMERCIAL CLEANING COMPANY,"$4,383.82",
INV-252276,08/22/2025,08/22/2025,Willoughby Tech Center,9766.30,PO 41866
INV-252277,22-Aug-25,22-Aug-25,Youngstown Metal Works Inc.,"$16,975.52",
INV-252278,08/22/2025,08/22/2025,Youngstown Metal Works Inc.,"$7,421.66",PO 49907
INV-252279,25-Aug-25,25-Aug-25,Allegheny Property Management LLC,"$10,605.90",PO 45760
INV-252280,25-Aug-25,24-Aug-25,Bayview Medical Center Inc.,6566.24,Standing order
INV-252281,25-Aug-25,25-Aug-25,Bayview Medical Center Inc.,3821.32,PO 41177
INV-252282,25-Aug-25,25-Aug-25,Bayview Medical Center Inc.,11345.70,PO 42193
INV-252283,08/25/2025,08/25/2025,Garfield Industrial Company,2869.59,Standing order
INV-252284,25-Aug-25,25-Aug-25,Great Lakes Logistics Inc.,"$8,264.22",Standing order
INV-252285,08/25/2025,08/25/2025,Ironwood Property Services,4850.99,
INV-252286,25-Aug-25,24-Aug-25,Kent Valley Hospital,17391.23,
INV-252287,25-Aug-25,25-Aug-25,Kent Valley Hospital,8908.19,
INV-252288,25-Aug-25,24-Aug-25,Midwest Stadium Services Inc.  ,"$5,100.33",Standing order
INV-252289,2025-08-25,2025-08-25,Midwest Stadium Services Inc.,"$28,343.38",
INV-252290,08/25/2025,08/25/2025,Parma Community College,11314.30,
INV-252291,25-Aug-25,25-Aug-25,Portage Cold Storage Company,"$11,472.25",
INV-252292,08/25/2025,08/24/2025,Summit Healthcare Group Inc.,14130.26,
INV-252293,08/25/2025,08/25/2025,Summit Healthcare Group Inc.,28992.67,PO 45941
INV-252294,08/25/2025,08/25/2025,Twinsburg Industrial Park LLC  ,17895.89,Standing order
INV-252295,2025-08-25,2025-08-25,Twinsburg Industrial Park LLC,"$7,779.53",
INV-252296,25-Aug-25,24-Aug-25,University Circle Services,"$11,511.37",
INV-252297,08/25/2025,08/24/2025,Westlake Commercial Cleaning Company,"$16,175.04",
INV-252298,2025-08-25,2025-08-25,WESTLAKE COMMERCIAL CLEANING COMPANY,5443.60,
INV-252299,08/25/2025,08/24/2025,Willoughby Tech Center,6530.65,
INV-252300,2025-08-25,2025-08-24,Youngstown Metal Works Inc.,"$5,727.66",
INV-252301,2025-08-26,2025-08-26,Allegheny Property Management LLC,14899.57,
INV-252302,08/26/2025,08/26/2025,Bayview Medical Center Inc.,5083.89,Standing order
INV-252303,2025-08-26,2025-08-26,Clearwater Janitorial Company,6989.38,
INV-252304,26-Aug-25,26-Aug-25,Evergreen Senior Living Inc.,"$34,119.42",Standing order
INV-252305,2025-08-26,2025-08-26,Garfield Industrial Company,"$37,586.80",
INV-252306,26-Aug-25,26-Aug-25,Heritage Food Services Inc.,6764.06,
INV-252307,2025-08-26,2025-08-26,Maple Heights Facilities LLC,12385.35,
INV-252308,2025-08-26,2025-08-26,Medina Auto Group,13205.44,Standing order
INV-252309,2025-08-26,2025-08-25,Midwest Stadium Services Inc.,9431.86,
INV-252310,08/26/2025,08/26/2025,MIDWEST STADIUM SERVICES INC.,8584.99,
INV-252311,2025-08-26,2025-08-25,Oak Ridge Office Parks,"$13,034.97",PO 45216
INV-252312,2025-08-26,2025-08-26,Parma Community College,4392.55,
INV-252313,08/26/2025,08/26/2025,Riverside Fitness Clubs LLC  ,4554.98,
INV-252314,26-Aug-25,25-Aug-25,Sandusky Marine and Supply,"$11,188.78",
INV-252315,2025-08-26,2025-08-25,Twinsburg Industrial Park LLC,"$6,811.35",PO 45091
INV-252316,2025-08-26,2025-08-26,University Circle Services,15134.95,Standing order
INV-252317,26-Aug-25,26-Aug-25,Westlake Commercial Cleaning Company,10840.67,Standing order
INV-252318,26-Aug-25,26-Aug-25,Westlake Commercial Cleaning Company,16611.27,
INV-252319,2025-08-26,2025-08-26,Youngstown Metal Works Inc.,"$4,561.45",
INV-252320,08/26/2025,08/26/2025,Youngstown Metal Works Inc.,21706.92,Standing order
INV-252321,08/26/2025,08/26/2025,Youngstown Metal Works Inc.,9229.61,
INV-252322,27-Aug-25,27-Aug-25,Cardinal Hospitality Group LLC,10927.77,
INV-252323,2025-08-27,2025-08-27,Cedar Point Facility Services,"$16,038.33",
INV-252324,2025-08-27,2025-08-26,Clearwater Janitorial Company,7573.80,
INV-252325,2025-08-27,2025-08-26,Garfield Industrial Company,31454.43,
INV-252326,2025-08-27,2025-08-26,Great Lakes Logistics Inc.,24846.71,
INV-252327,08/27/2025,08/26/2025,Harborview Apartments LLC,"$6,596.09",Standing order
INV-252328,27-Aug-25,27-Aug-25,Heritage Food Services Inc.,"$7,137.21",
INV-252329,08/27/2025,08/27/2025,Heritage Food Services Inc.,8233.07,
INV-252330,27-Aug-25,26-Aug-25,Lorain Distribution Company,"$7,608.34",PO 40213
INV-252331,08/27/2025,08/27/2025,Medina Auto Group,5542.82,
INV-252332,08/27/2025,08/26/2025,Oak Ridge Office Parks,7176.32,
INV-252333,27-Aug-25,26-Aug-25,Summit Healthcare Group Inc.,14812.04,
INV-252334,27-Aug-25,27-Aug-25,Youngstown Metal Works Inc.  ,"$6,494.67",
INV-252335,2025-08-27,2025-08-27,Youngstown Metal Works Inc.,"$5,804.63",Standing order
INV-252336,28-Aug-25,27-Aug-25,Bayview Medical Center Inc.,"$5,905.26",Standing order
INV-252337,08/28/2025,08/28/2025,Bayview Medical Center Inc.,11040.55,Standing order
INV-252338,28-Aug-25,28-Aug-25,Medina Auto Group,7261.64,PO 41138
INV-252339,2025-08-28,2025-08-27,Parma Community College,7362.91,Standing order
INV-252340,28-Aug-25,28-Aug-25,Tri-State Warehouse Company,1717.28,
INV-252341,2025-08-28,2025-08-27,Westlake Commercial Cleaning Company,4457.92,PO 44425
INV-252342,29-Aug-25,29-Aug-25,Allegheny Property Management LLC,10902.18,
INV-252343,08/29/2025,08/28/2025,Bayview Medical Center Inc.,4625.25,
INV-252344,2025-08-29,2025-08-29,Clearwater Janitorial Company,4598.82,
INV-252345,2025-08-29,2025-08-29,Forest City Hotels and Resorts,"$14,396.81",PO 45536
INV-252346,29-Aug-25,29-Aug-25,Great Lakes Logistics Inc.,6980.50,
INV-252347,29-Aug-25,28-Aug-25,Medina Auto Group,10616.26,PO 43033
INV-252348,29-Aug-25,28-Aug-25,Parma Community College,"$10,249.59",
INV-252349,08/29/2025,08/29/2025,Parma Community College,12741.04,
INV-252350,08/29/2025,08/29/2025,Parma Community College,11779.48,PO 42371
INV-252351,08/29/2025,08/29/2025,Sandusky Marine and Supply,"$1,912.29",
INV-252352,2025-08-29,2025-08-29,Sandusky Marine and Supply,"$12,489.18",Standing order
INV-252353,08/29/2025,08/29/2025,Sandusky Marine and Supply,8866.74,
INV-252354,2025-08-29,2025-08-29,Twinsburg Industrial Park LLC,9948.45,
INV-252355,29-Aug-25,29-Aug-25,Willoughby Tech Center,2538.10,Standing order
,,,Subtotal - Aug 2025,"$3,472,827.20",
INV-252356,01-Sep-25,31-Aug-25,Clearwater Janitorial Company,"$5,608.77",
INV-252357,09/01/2025,09/01/2025,Garfield Industrial Company,9627.38,Standing order
INV-252358,2025-09-01,2025-08-31,Great Lakes Logistics Inc.,23054.71,
INV-252359,2025-09-01,2025-09-01,Harborview Apartments LLC,"$9,875.23",PO 44721
INV-252360,01-Sep-25,01-Sep-25,Kent Valley Hospital,1994.12,PO 43385
INV-252361,01-Sep-25,01-Sep-25,Oak Ridge Office Parks,"$13,916.24",PO 46589
INV-252362,2025-09-01,2025-08-31,Parma Community College,11531.94,
INV-252363,01-Sep-25,31-Aug-25,Summit Healthcare Group Inc.,3080.95,
INV-252364,09/01/2025,08/31/2025,Twinsburg Industrial Park,7935.54,
INV-252365,09/01/2025,09/01/2025,Twinsburg Industrial Park LLC,3530.45,
INV-252366,09/01/2025,08/31/2025,Westlake Commercial Cleaning Company,9400.15,Standing order
INV-252367,01-Sep-25,31-Aug-25,Westlake Commercial Cleaning Company  ,9614.19,
INV-252368,01-Sep-25,01-Sep-25,Westlake Commercial Cleaning Company,24907.75,Standing order
INV-252369,09/01/2025,09/01/2025,Youngstown Metal Works Inc.,4329.71,
INV-252370,09/02/2025,09/01/2025,Allegheny Property Management LLC,"$2,342.78",
INV-252371,02-Sep-25,01-Sep-25,Bayview Medical Center Inc.,9862.78,
INV-252372,09/02/2025,09/01/2025,Cardinal Hospitality Group LLC,16798.07,
INV-252373,02-Sep-25,02-Sep-25,Great Lakes Logistics Inc.,11081.93,
INV-252374,02-Sep-25,02-Sep-25,Midwest Stadium Services Inc.,"$3,129.74",
INV-252375,09/02/2025,09/02/2025,Oak Ridge Office Parks,3705.49,
INV-252376,02-Sep-25,01-Sep-25,Riverside Fitness Clubs LLC,17577.81,Standing order
INV-252377,09/02/2025,09/02/2025,Summit Healthcare Group Inc.,11318.54,
INV-252378,2025-09-02,2025-09-01,University Circle Services,"$3,710.45",Standing order
INV-252379,02-Sep-25,02-Sep-25,Youngstown Metal Works Inc.,6686.33,
INV-252380,03-Sep-25,03-Sep-25,Bayview Medical Center Inc.,14312.11,PO 48814
INV-252381,03-Sep-25,03-Sep-25,Bayview Medical Center Inc.,5379.59,
INV-252382,03-Sep-25,03-Sep-25,Cardinal Hospitality Group LLC,"$15,938.10",
INV-252383,03-Sep-25,03-Sep-25,Cedar Point Facility Services,14250.87,
INV-252384,03-Sep-25,03-Sep-25,Clearwater Janitorial Company,4709.33,
INV-252385,09/03/2025,09/02/2025,KENT VALLEY HOSPITAL,3802.02,
INV-252386,09/03/2025,09/03/2025,Parma Community College,2507.66,Standing order
INV-252387,2025-09-03,2025-09-03,Parma Community College,6722.52,Standing order
INV-252388,09/03/2025,09/03/2025,Riverside Fitness Clubs LLC,"$13,745.55",
INV-252389,09/03/2025,09/02/2025,Summit Healthcare Group Inc.,"$22,583.89",
INV-252390,03-Sep-25,03-Sep-25,Twinsburg Industrial Park LLC  ,4419.32,Standing order
INV-252391,09/03/2025,09/02/2025,TWINSBURG INDUSTRIAL PARK LLC,"$1,761.19",
INV-252392,2025-09-03,2025-09-03,Westlake Commercial Cleaning Company,5939.14,
INV-252393,2025-09-03,2025-09-03,YOUNGSTOWN METAL WORKS INC.,"$6,034.97",Standing order
INV-252394,2025-09-03,2025-09-03,Youngstown Metal Works Inc.,3133.63,PO 49354
INV-252395,09/03/2025,09/02/2025,Youngstown Metal Works Inc.,19716.58,
INV-252396,2025-09-04,2025-09-04,Allegheny Property Management LLC,"$11,596.06",
INV-252397,09/04/2025,09/03/2025,Eastgate Office Partners,41045.96,Standing order
INV-252398,09/04/2025,09/04/2025,Evergreen Senior Living Inc.,37473.27,Standing order
INV-252399,2025-09-04,2025-09-04,Lakeshore Cleaning Services Inc.,11490.69,
INV-252400,09/04/2025,09/04/2025,Midwest Stadium Services Inc.,"$15,962.03",Standing order
INV-252401,09/04/2025,09/03/2025,Portage Cold Storage Co.,8941.46,PO 42816
INV-252402,04-Sep-25,03-Sep-25,Twinsburg Industrial Park LLC,"$10,730.47",
INV-252403,2025-09-04,2025-09-04,Twinsburg Industrial Park LLC,3456.10,PO 42462
INV-252404,04-Sep-25,03-Sep-25,Twinsburg Industrial Park LLC,8255.90,
INV-252405,04-Sep-25,04-Sep-25,University Circle Services,"$19,595.83",
INV-252406,2025-09-05,2025-09-05,Cardinal Hospitality Group LLC,6184.58,
INV-252407,05-Sep-25,04-Sep-25,Cardinal Hospitality Group LLC,"$18,629.31",
INV-252408,05-Sep-25,04-Sep-25,Clearwater Janitorial Company,7218.88,PO 47199
INV-252409,2025-09-05,2025-09-05,Eastgate Office Partners,"$4,626.56",PO 45907
INV-252410,05-Sep-25,04-Sep-25,Evergreen Senior Living Inc.,22888.71,
INV-252411,09/05/2025,09/05/2025,Garfield Industrial Company,8543.43,
INV-252412,09/05/2025,09/05/2025,Garfield Industrial Company,8269.56,PO 44761
INV-252413,05-Sep-25,05-Sep-25,Great Lakes Logistics Inc.,"$14,056.80",
INV-252414,05-Sep-25,05-Sep-25,Great Lakes Logistics Inc.,"$6,705.52",
INV-252415,09/05/2025,09/05/2025,Harborview Apartments LLC,"$2,241.28",PO 46972
INV-252416,09/05/2025,09/05/2025,Harborview Apartments LLC,21378.82,PO 46438
INV-252417,2025-09-05,2025-09-05,Heritage Food Services Inc.,"$11,765.58",PO 45092
INV-252418,09/05/2025,09/05/2025,Heritage Food Services Inc.,3894.46,
INV-252419,09/05/2025,09/05/2025,Medina Auto Group,16409.04,Standing order
INV-252420,05-Sep-25,05-Sep-25,Midwest Stadium Services Inc.,"$19,023.89",PO 46896
INV-252421,2025-09-05,2025-09-05,Oak Ridge Office Parks,7805.87,
INV-252422,05-Sep-25,05-Sep-25,Riverside Fitness Clubs LLC,13593.86,
INV-252423,05-Sep-25,05-Sep-25,SANDUSKY MARINE AND SUPPLY,5221.73,
INV-252424,05-Sep-25,04-Sep-25,Valley View Hotels Inc.,10696.65,
INV-252425,2025-09-05,2025-09-04,Westlake Commercial Cleaning Company,64104.14,Standing order
INV-252426,09/05/2025,09/05/2025,Youngstown Metal Works Inc.,6292.57,Standing order
INV-252427,09/05/2025,09/05/2025,Youngstown Metal Works Inc.,16370.62,
INV-252428,2025-09-05,2025-09-05,Youngstown Metal Works Inc.,8733.22,PO 44700
INV-252429,2025-09-08,2025-09-07,Garfield Industrial Company,3893.75,
INV-252430,08-Sep-25,08-Sep-25,Garfield Industrial Company,"$24,288.29",
INV-252431,08-Sep-25,07-Sep-25,Great Lakes Logistics,4488.16,PO 40194
INV-252432,2025-09-08,2025-09-08,Lakeshore Cleaning Services Inc.,10296.07,Standing order
INV-252433,08-Sep-25,08-Sep-25,Oak Ridge Office Parks,12351.65,
INV-252434,08-Sep-25,08-Sep-25,Twinsburg Industrial Park LLC,5371.85,
INV-252435,2025-09-08,2025-09-08,University Circle Services,6618.40,
INV-252436,09/08/2025,09/08/2025,University Circle Services,"$7,534.58",
INV-252437,08-Sep-25,08-Sep-25,Valley View Hotels Inc.,4614.53,
INV-252438,08-Sep-25,08-Sep-25,Westlake Commercial Cleaning Company,31367.83,
INV-252439,2025-09-08,2025-09-07,Westlake Commercial Cleaning Company,"$20,912.84",Standing order
INV-252440,2025-09-08,2025-09-07,Westlake Commercial Cleaning Company,"$15,887.06",
INV-252441,08-Sep-25,08-Sep-25,Youngstown Metal Works Inc.,9017.38,
INV-252442,08-Sep-25,08-Sep-25,Youngstown Metal Works Inc.,5288.85,Standing order
INV-252443,08-Sep-25,08-Sep-25,Youngstown Metal Works Inc.,3713.06,
INV-252444,09/08/2025,09/07/2025,Youngstown Metal Works Inc.,"$3,889.61",PO 40031
INV-252445,09-Sep-25,09-Sep-25,Bayview Medical Center Inc.,$803.74,Standing order
INV-252446,2025-09-09,2025-09-09,Bayview Medical Center Inc.,11571.34,
INV-252447,09-Sep-25,09-Sep-25,Bayview Medical Center Inc.,14774.38,Standing order
INV-252448,09-Sep-25,09-Sep-25,Bayview Medical Center,20918.83,
INV-252449,2025-09-09,2025-09-09,Bayview Medical Center Inc.,9111.42,
INV-252450,09/09/2025,09/09/2025,CARDINAL HOSPITALITY GROUP LLC,"$11,063.18",
INV-252451,09/09/2025,09/09/2025,Cedar Point Facility Services,8189.35,
INV-252452,09/09/2025,09/09/2025,Clearwater Janitorial Company,2059.26,PO 41610
INV-252453,09/09/2025,09/09/2025,Evergreen Senior Living Inc.,4575.26,
INV-252454,09/09/2025,09/09/2025,Twinsburg Industrial Park LLC,39017.83,
INV-252455,2025-09-09,2025-09-09,University Circle Services,6163.99,
INV-252456,09-Sep-25,08-Sep-25,Youngstown Metal Works Inc.,6399.05,
INV-252457,2025-09-09,2025-09-09,Youngstown Metal Works Inc.,4026.86,PO 49387
INV-252458,09-Sep-25,08-Sep-25,Youngstown Metal Works Inc.,5894.48,
INV-252459,2025-09-10,2025-09-10,Garfield Industrial Company,"$10,273.12",PO 47957
INV-252460,2025-09-10,2025-09-09,Great Lakes Logistics Inc.,13257.49,
INV-252461,2025-09-10,2025-09-10,Oak Ridge Office Parks,4245.11,
INV-252462,2025-09-10,2025-09-10,Parma Community College,7168.03,PO 43344
INV-252463,10-Sep-25,10-Sep-25,Pinnacle Building Services Inc.,1408.96,
INV-252464,10-Sep-25,10-Sep-25,Twinsburg Industrial Park LLC,28726.13,
INV-252465,10-Sep-25,09-Sep-25,Youngstown Metal Works Inc.,"$8,969.87",
INV-252466,10-Sep-25,09-Sep-25,Youngstown Metal Works Inc.,12615.22,PO 42807
INV-252467,2025-09-10,2025-09-09,Youngstown Metal Works Inc.,4250.53,
INV-252468,2025-09-11,2025-09-11,Cardinal Hospitality Group LLC,"$2,889.08",
INV-252469,11-Sep-25,10-Sep-25,Great Lakes Logistics Inc.,"$15,448.76",Standing order
INV-252470,09/11/2025,09/11/2025,Heritage Food Services,"$14,784.50",
INV-252471,11-Sep-25,11-Sep-25,Medina Auto Group,3847.52,
INV-252472,09/11/2025,09/11/2025,Medina Auto Group,1667.42,Standing order
INV-252473,11-Sep-25,11-Sep-25,Medina Auto Group,12706.45,PO 40423
INV-252474,11-Sep-25,11-Sep-25,Pinnacle Building Services Inc.,9292.16,PO 41887
INV-252475,09/11/2025,09/11/2025,Twinsburg Industrial Park LLC,4353.39,Standing order
INV-252476,11-Sep-25,10-Sep-25,Twinsburg Industrial Park,1554.05,
INV-252477,11-Sep-25,11-Sep-25,Westlake Commercial Cleaning Company,20191.10,
INV-252478,2025-09-11,2025-09-11,Youngstown Metal Works Inc.,"$8,086.41",Standing order
INV-252479,2025-09-12,2025-09-12,Forest City Hotels and Resorts,"$5,487.67",
INV-252480,09/12/2025,09/12/2025,Lakeshore Cleaning Services Inc.,3674.09,
INV-252481,09/12/2025,09/12/2025,Parma Community College,7080.60,Standing order
INV-252482,12-Sep-25,12-Sep-25,Sandusky Marine and Supply,16617.59,
INV-252483,12-Sep-25,12-Sep-25,Sandusky Marine and Supply,23167.37,PO 48841
INV-252484,09/12/2025,09/12/2025,Sandusky Marine and Supply,"$3,820.62",Standing order
INV-252485,12-Sep-25,11-Sep-25,Twinsburg Industrial Park LLC,"$5,779.53",Standing order
INV-252486,2025-09-12,2025-09-12,UNIVERSITY CIRCLE SERVICES,58564.03,
INV-252487,2025-09-12,2025-09-11,Youngstown Metal Works Inc.,3668.86,PO 42057
INV-252488,15-Sep-25,15-Sep-25,Bayview Medical Center Inc.,"$29,253.77",
INV-252489,15-Sep-25,15-Sep-25,Cardinal Hospitality Group LLC,"$3,983.19",PO 41286
INV-252490,09/15/2025,09/15/2025,Clearwater Janitorial Company,48074.98,PO 48755
INV-252491,15-Sep-25,15-Sep-25,Midwest Stadium Services Inc.,23777.73,
INV-252492,15-Sep-25,15-Sep-25,Summit Healthcare Group Inc.,7655.32,PO 44972
INV-252493,2025-09-15,2025-09-15,Summit Healthcare Group Inc.,10568.55,Standing order
INV-252494,15-Sep-25,14-Sep-25,University Circle Services,4792.80,
INV-252495,09/15/2025,09/15/2025,University Circle Services,"$8,551.10",Standing order
INV-252496,2025-09-15,2025-09-14,Valley View Hotels Inc.,"$12,325.45",
INV-252497,2025-09-16,2025-09-15,Cedar Point Facility Services,"$6,883.93",
INV-252498,16-Sep-25,15-Sep-25,Clearwater Janitorial Company  ,"$8,398.66",PO 47944
INV-252499,2025-09-16,2025-09-16,Forest City Hotels and Resorts,7011.53,
INV-252500,09/16/2025,09/15/2025,Garfield Industrial Company,6567.32,Standing order
INV-252501,2025-09-16,2025-09-16,Great Lakes Logistics Inc.,"$3,717.47",PO 44809
INV-252502,09/16/2025,09/15/2025,Great Lakes Logistics Inc.,4682.51,Standing order
INV-252503,16-Sep-25,16-Sep-25,Heritage Food Services Inc.  ,16574.64,
INV-252504,09/16/2025,09/16/2025,Ironwood Property Services,3416.53,
INV-252505,09/16/2025,09/15/2025,Kent Valley Hospital  ,3695.83,
INV-252506,2025-09-16,2025-09-15,Medina Auto Group,12769.88,PO 47917
INV-252507,2025-09-16,2025-09-15,Midwest Stadium Services Inc.,"$17,147.96",
INV-252508,16-Sep-25,15-Sep-25,Pinnacle Building Services Inc.  ,"$2,427.57",Standing order
INV-252509,09/16/2025,09/16/2025,Tri-State Warehouse Company,6246.42,
INV-252510,16-Sep-25,15-Sep-25,Twinsburg Industrial Park LLC,20363.78,PO 40467
INV-252511,2025-09-16,2025-09-16,Twinsburg Industrial Park LLC,"$9,539.51",
INV-252512,2025-09-16,2025-09-16,Westlake Commercial Cleaning Company,7569.71,PO 43272
INV-252513,17-Sep-25,17-Sep-25,Cedar Point Facility Services,15165.59,
INV-252514,2025-09-17,2025-09-17,Evergreen Senior Living Inc.,24865.21,
